id,busId,tripId,latitude,longitude,speed,heading,accuracy,timestamp
ff3a6288-56a9-4d38-9a7f-468cd3cf22ee,bus-05,9c9a72a3-99e3-4115-ab3d-c314335df009,0,0,0,0,0,2026-08-28T12:36:20.840Z
e4a659cb-4fbd-424a-9083-124cd05b0bf6,bus-05,9c9a72a3-99e3-4115-ab3d-c314335df009,0,0,0,0,0,2026-08-28T12:36:21.354Z
50e80c83-ab35-4854-a0a2-e95eae644805,bus-05,9c9a72a3-99e3-4115-ab3d-c314335df009,0,0,0,0,0,2026-08-28T12:36:21.869Z
f9d51cd3-ba55-44aa-8cd6-5e842678a263,bus-05,9c9a72a3-99e3-4115-ab3d-c314335df009,0,0,0,0,0,2026-08-28T12:36:22.372Z
48a96527-aa40-4d9d-a1f4-e52f59862589,bus-05,9c9a72a3-99e3-4115-ab3d-c314335df009,0,0,0,0,0,2026-08-28T12:36:22.887Z
b1c82cf2-e743-4576-8e6f-4b8f54bdb2c1,bus-05,9c9a72a3-99e3-4115-ab3d-c314335df009,0,0,0,0,0,2026-08-28T12:36:23.388Z
9d1fc21f-e1c2-4f17-840e-7ea7f2648c20,bus-05,9c9a72a3-99e3-4115-ab3d-c314335df009,,,0,0,0,2026-08-28T12:36:23.887Z
064175ad-c988-4405-aca3-5bfcdde76939,bus-05,6f38ad57-f87a-4fc0-b4fa-dccf8702184a,0,0,0,0,0,2026-08-28T12:51:45.643Z
893f1b55-6961-4364-a50a-67d613b06ca1,bus-05,6f38ad57-f87a-4fc0-b4fa-dccf8702184a,0,0,0,0,0,2026-08-28T12:51:46.155Z
643c906c-f893-4bd5-b22c-9fe278e2d683,bus-05,6f38ad57-f87a-4fc0-b4fa-dccf8702184a,0,0,0,0,0,2026-08-28T12:51:46.668Z
a004f0ad-76c4-4e6f-bbe2-5084751112cb,bus-05,6f38ad57-f87a-4fc0-b4fa-dccf8702184a,0,0,0,0,0,2026-08-28T12:51:47.181Z
ad13c16f-c762-4dce-9f06-efa2039c5172,bus-05,6f38ad57-f87a-4fc0-b4fa-dccf8702184a,0,0,0,0,0,2026-08-28T12:51:47.695Z
2faabb5b-2df9-4c35-b541-1f209143f45f,bus-05,6f38ad57-f87a-4fc0-b4fa-dccf8702184a,0,0,0,0,0,2026-08-28T12:51:48.206Z
8853cd8c-a2fe-46ac-8f80-982d62c02f75,bus-05,6f38ad57-f87a-4fc0-b4fa-dccf8702184a,,,0,0,0,2026-08-28T12:51:48.718Z
1c0fbcb9-3e16-49e6-8edd-479b6ba651dc,bus-05,a77b35c2-7035-47cd-9670-05248675d6fd,0,0,0,0,0,2026-08-28T12:58:17.935Z
f1be401a-881e-471a-9531-70462b58da19,bus-05,a77b35c2-7035-47cd-9670-05248675d6fd,0,0,0,0,0,2026-08-28T12:58:18.443Z
a4df231e-b749-477f-abc4-b1f0f101e764,bus-05,a77b35c2-7035-47cd-9670-05248675d6fd,0,0,0,0,0,2026-08-28T12:58:18.956Z
4651005a-1196-4034-a275-f6f8986ae07d,bus-05,a77b35c2-7035-47cd-9670-05248675d6fd,0,0,0,0,0,2026-08-28T12:58:19.469Z
12af949b-3b5e-4884-a955-89dca53b60d1,bus-05,a77b35c2-7035-47cd-9670-05248675d6fd,0,0,0,0,0,2026-08-28T12:58:19.983Z
22703ab0-e8e2-4a02-a157-3818a35e84b4,bus-05,a77b35c2-7035-47cd-9670-05248675d6fd,0,0,0,0,0,2026-08-28T12:58:20.495Z
271ae889-651d-423e-8ee9-15d50e6b3021,bus-05,a77b35c2-7035-47cd-9670-05248675d6fd,,,0,0,0,2026-08-28T12:58:21.007Z
7791bd19-7d89-4d19-8a9a-d83d17104fb5,bus-05,6dd59c00-5909-4355-a61f-e8e4e8cdd691,15.132131999999999,76.9427227,0,0,241,2026-08-28T13:00:25.063Z
03002383-e476-46a5-9879-e1cb1c9f7756,bus-05,c4cf9d6f-1867-4425-a79d-a3ea2ad834dc,0,0,0,0,0,2026-08-28T13:00:32.869Z
7eb465db-3b8c-4d98-bb29-25522c3205aa,bus-05,c4cf9d6f-1867-4425-a79d-a3ea2ad834dc,0,0,0,0,0,2026-08-28T13:00:33.383Z
9e3c6bd0-0e36-4c62-bb7f-5c5295a9d018,bus-05,c4cf9d6f-1867-4425-a79d-a3ea2ad834dc,0,0,0,0,0,2026-08-28T13:00:33.892Z
f62a7c55-5b40-4141-b9e8-dfb9639a8e40,bus-05,c4cf9d6f-1867-4425-a79d-a3ea2ad834dc,0,0,0,0,0,2026-08-28T13:00:34.392Z
637f2530-5037-4c23-9be6-4d8eadbd9cab,bus-05,c4cf9d6f-1867-4425-a79d-a3ea2ad834dc,0,0,0,0,0,2026-08-28T13:00:34.942Z
d0c0f739-df11-4433-87ab-1fd05c806e15,bus-05,c4cf9d6f-1867-4425-a79d-a3ea2ad834dc,0,0,0,0,0,2026-08-28T13:00:35.442Z
315900bf-8d00-4101-819d-47fa0ab9958f,bus-05,c4cf9d6f-1867-4425-a79d-a3ea2ad834dc,,,0,0,0,2026-08-28T13:00:35.955Z
6a0dd018-d5ca-4231-8f91-fd2056deb1a1,bus-05,b821bad4-b6f9-4329-8ad7-8763a98f4b88,0,0,0,0,0,2026-08-28T13:06:18.564Z
7e1c5aba-1330-48bd-9fcf-f978c185ca2b,bus-05,b821bad4-b6f9-4329-8ad7-8763a98f4b88,0,0,0,0,0,2026-08-28T13:06:19.076Z
a531923c-0d74-4fd2-8b2a-f948dbfc57e3,bus-05,b821bad4-b6f9-4329-8ad7-8763a98f4b88,0,0,0,0,0,2026-08-28T13:06:19.586Z
a788ad68-a54c-4efb-9a88-5fe8e6dd9dd2,bus-05,b821bad4-b6f9-4329-8ad7-8763a98f4b88,0,0,0,0,0,2026-08-28T13:06:20.100Z
9b5d2262-20ce-4e78-81eb-9c030ea3cc37,bus-05,b821bad4-b6f9-4329-8ad7-8763a98f4b88,0,0,0,0,0,2026-08-28T13:06:20.611Z
dfd48a2f-886a-4638-ae10-5a6a7bfb5d1c,bus-05,b821bad4-b6f9-4329-8ad7-8763a98f4b88,0,0,0,0,0,2026-08-28T13:06:21.123Z
5a2b3132-e440-414c-821d-d418b8cb8626,bus-05,b821bad4-b6f9-4329-8ad7-8763a98f4b88,,,0,0,0,2026-08-28T13:06:21.631Z
534258d1-5c7c-49d5-a0d0-9ebc5058e363,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14672020850546,76.9395801816612,309.2049259258163,308.74403618514714,0,2026-09-01T14:50:36.466Z
31829fba-b818-4660-b273-e529e93f39b9,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147155274386561,76.93901845167873,309.2049259258163,308.74403618514714,0,2026-09-01T14:50:36.716Z
8ae090ee-1973-4e74-9ecb-60d7a469c422,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147590340267662,76.93845672169627,309.2049259258163,308.74403618514714,0,2026-09-01T14:50:36.982Z
82db3ed5-fc9e-4824-b4e6-20df97152dc6,bus-01,93729882-7bce-4767-8714-c4d671692234,15.148025406148761,76.9378949917138,309.2049259258163,308.74403618514714,0,2026-09-01T14:50:37.234Z
4de88678-7330-4671-a9a5-ca8dcea68398,bus-01,93729882-7bce-4767-8714-c4d671692234,15.148460472029862,76.93733326173134,309.2049259258163,308.74403618514714,0,2026-09-01T14:50:37.498Z
7c2954da-cb9e-4457-90d4-4b7f8c6001bb,bus-01,93729882-7bce-4767-8714-c4d671692234,15.148550420258328,76.93718290213651,309.2049259258163,146.98513660209687,0,2026-09-01T14:50:37.762Z
d35c3357-d06e-4a07-9a10-e6f604e62a3b,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147967485104749,76.93757531249484,309.2049259258163,146.98513660209687,0,2026-09-01T14:50:38.026Z
8cc88dc3-0fe7-4ce0-8b7d-85596d1c7e2a,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14738454995117,76.93796772285316,309.2049259258163,146.98513660209687,0,2026-09-01T14:50:38.277Z
708a9039-ce3d-451d-bcc8-da95beeaed91,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14706072913219,76.93810381795673,309.2049259258163,167.23815539254542,0,2026-09-01T14:50:38.527Z
d53b73fc-3093-4b12-9b47-b84289daa65a,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146885949122414,76.9374966832762,309.2049259258163,287.13746359047866,0,2026-09-01T14:50:38.791Z
f0ae11f5-ada5-4c5b-af66-6882d1806070,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147308559645667,76.9367034460266,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:39.057Z
3b501ff5-22ec-46bd-b07a-a24898936633,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147897711192948,76.93632112505153,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:39.322Z
d644115f-7919-4b54-8cdc-08414b251b75,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14848686274023,76.93593880407646,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:39.588Z
4a28af19-59e6-4c72-a728-d3183583de4d,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14907601428751,76.9355564831014,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:39.839Z
fc9fce08-1b57-4fb4-aeb1-c0d46d6149ea,bus-01,93729882-7bce-4767-8714-c4d671692234,15.149665165834792,76.93517416212632,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:40.090Z
74ad329b-58c3-43e3-b116-0ddd798b4a3e,bus-01,93729882-7bce-4767-8714-c4d671692234,15.150254317382073,76.93479184115125,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:40.354Z
93545976-5bf9-40c8-a3dd-1fd6e2cce8df,bus-01,93729882-7bce-4767-8714-c4d671692234,15.150843468929354,76.93440952017617,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:40.618Z
10b4afed-da05-48fb-a7cc-4c22fc526d75,bus-01,93729882-7bce-4767-8714-c4d671692234,15.151432620476635,76.93402719920111,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:40.883Z
c9f25ae5-334f-471b-b910-bd0e846a399c,bus-01,93729882-7bce-4767-8714-c4d671692234,15.152021772023916,76.93364487822603,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:41.147Z
1e92646e-fff3-4242-b5e5-010e69f6ab77,bus-01,93729882-7bce-4767-8714-c4d671692234,15.152610923571197,76.93326255725097,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:41.400Z
38aef101-3e0a-4a49-a312-5807604aedcd,bus-01,93729882-7bce-4767-8714-c4d671692234,15.153200075118479,76.93288023627589,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:41.652Z
851c2de5-100b-41ac-b63a-dfe8de489c30,bus-01,93729882-7bce-4767-8714-c4d671692234,15.15378922666576,76.93249791530083,309.2049259258163,327.93839649575557,0,2026-09-01T14:50:41.904Z
32b99664-e937-481d-ba20-0cbdda4090ab,bus-01,93729882-7bce-4767-8714-c4d671692234,15.153204882232135,76.93100471822302,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:42.170Z
01b8fdda-9860-4db0-9cbc-ae9e6646b2be,bus-01,93729882-7bce-4767-8714-c4d671692234,15.15286210653201,76.93037814283427,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:42.421Z
2ae62869-5d4f-4cb7-a5de-457536781f60,bus-01,93729882-7bce-4767-8714-c4d671692234,15.152519330831886,76.92975156744554,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:42.672Z
264c626c-a319-4972-aa0a-d1ea72d2c227,bus-01,93729882-7bce-4767-8714-c4d671692234,15.152176555131762,76.9291249920568,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:42.923Z
bc1c5fa3-976c-4ce1-bd58-aa2972989016,bus-01,93729882-7bce-4767-8714-c4d671692234,15.151833779431636,76.92849841666806,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:43.176Z
b093f545-3a6a-4517-bd0e-b90d62b89249,bus-01,93729882-7bce-4767-8714-c4d671692234,15.151491003731511,76.92787184127933,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:43.440Z
d600da90-5e08-4c7e-9e9f-c88a983a45d1,bus-01,93729882-7bce-4767-8714-c4d671692234,15.151148228031387,76.92724526589059,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:43.691Z
e21db0eb-51a9-4bdb-8a80-ca370e1c7761,bus-01,93729882-7bce-4767-8714-c4d671692234,15.150805452331262,76.92661869050184,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:43.956Z
aba0b604-77e1-4f88-a7ed-cb2d1be88323,bus-01,93729882-7bce-4767-8714-c4d671692234,15.150462676631136,76.9259921151131,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:44.208Z
a6635ca0-82b8-42e0-90d4-13b5479093d7,bus-01,93729882-7bce-4767-8714-c4d671692234,15.150119900931012,76.92536553972437,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:44.473Z
e2804c16-595c-4880-b56e-7b47893499d0,bus-01,93729882-7bce-4767-8714-c4d671692234,15.149777125230887,76.92473896433563,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:44.738Z
f19472c1-35f6-4cc3-a022-1dd665252be6,bus-01,93729882-7bce-4767-8714-c4d671692234,15.149434349530763,76.9241123889469,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:44.990Z
f3b0d5d8-a1f0-43b5-94e2-82b83103a73c,bus-01,93729882-7bce-4767-8714-c4d671692234,15.149091573830637,76.92348581355816,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:45.241Z
5cc7cc45-f462-4033-8853-c505ba3a2a24,bus-01,93729882-7bce-4767-8714-c4d671692234,15.148748798130512,76.92285923816941,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:45.507Z
423b6b4d-30ba-4a3d-8cb5-4f6aafa0323e,bus-01,93729882-7bce-4767-8714-c4d671692234,15.148406022430388,76.92223266278067,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:45.758Z
9e9c2b7d-4473-4026-89d6-4473fde45b2e,bus-01,93729882-7bce-4767-8714-c4d671692234,15.148063246730263,76.92160608739194,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:46.009Z
15f4f2b2-e0cb-46fd-8d26-b6c7ead71f1a,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147720471030137,76.9209795120032,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:46.260Z
a4b60cd0-6710-4ade-8f65-9224296e1955,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147377695330013,76.92035293661446,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:46.511Z
e7597bda-bc68-4c0a-a880-fb09a9403d7e,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147034919629888,76.91972636122573,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:46.762Z
a1256cbd-5403-44fd-9690-712b906f15f2,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146692143929764,76.91909978583699,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:47.013Z
35346aed-d338-4b6e-8b59-4e350e280e5e,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146349368229638,76.91847321044824,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:47.266Z
a84b805f-d783-4132-845a-d85015de8439,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146006592529513,76.9178466350595,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:47.518Z
898a00b3-82e1-4f29-be12-5e45df37fd1c,bus-01,93729882-7bce-4767-8714-c4d671692234,15.145663816829389,76.91722005967077,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:47.769Z
293de261-886e-416f-95f3-a25cbc07858b,bus-01,93729882-7bce-4767-8714-c4d671692234,15.145321041129264,76.91659348428203,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:48.020Z
0f11425a-534d-47ab-9703-9385780040ac,bus-01,93729882-7bce-4767-8714-c4d671692234,15.144978265429138,76.9159669088933,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:48.271Z
2524b950-848a-4db8-ab44-d6a9b4556d82,bus-01,93729882-7bce-4767-8714-c4d671692234,15.144635489729014,76.91534033350456,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:48.523Z
279ff515-24ea-49bf-a961-d4dd6e04efe5,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14429271402889,76.91471375811581,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:48.787Z
00fb9328-aa83-4198-80e8-16b20ccb60db,bus-01,93729882-7bce-4767-8714-c4d671692234,15.143949938328765,76.91408718272707,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:49.051Z
73d9cc88-1fd9-493e-9261-4024ce1aecc9,bus-01,93729882-7bce-4767-8714-c4d671692234,15.143607162628639,76.91346060733834,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:49.314Z
4a9a3caa-29ba-456c-abf0-43d7498f19ab,bus-01,93729882-7bce-4767-8714-c4d671692234,15.143264386928514,76.9128340319496,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:49.565Z
e887897b-fa89-48f4-9a41-b3dbb5de10e6,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14292161122839,76.91220745656086,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:49.830Z
a5382a8a-f655-4af3-bf86-2ecf422b6a96,bus-01,93729882-7bce-4767-8714-c4d671692234,15.142578835528266,76.91158088117213,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:50.081Z
36574b40-e0c3-41dd-9994-ee0bfafda8b8,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14223605982814,76.91095430578338,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:50.334Z
5b6dda4b-4691-45dd-a881-dbbb313a2def,bus-01,93729882-7bce-4767-8714-c4d671692234,15.141893284128015,76.91032773039464,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:50.598Z
88c9f842-fc6b-4c3b-8538-fc858e217765,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14155050842789,76.9097011550059,309.2049259258163,240.46041195926142,0,2026-09-01T14:50:50.863Z
ca6e0d58-d8b2-4e36-aa41-63c95750f670,bus-01,93729882-7bce-4767-8714-c4d671692234,15.142128797111388,76.90823178471541,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:51.114Z
9701b640-f672-49e7-be48-3396041d2596,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14242704742604,76.9075812007764,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:51.378Z
6ca58c6a-cbc3-498f-977d-8b5997657622,bus-01,93729882-7bce-4767-8714-c4d671692234,15.142725297740691,76.90693061683741,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:51.628Z
43ac4265-92c7-480e-9492-7daddbd6c134,bus-01,93729882-7bce-4767-8714-c4d671692234,15.143023548055343,76.90628003289841,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:51.893Z
d4fa943f-0a99-4f3d-ae67-4682dfcf45c9,bus-01,93729882-7bce-4767-8714-c4d671692234,15.143321798369993,76.9056294489594,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:52.157Z
616f85da-2b5f-4efe-a28f-0f810fce9d9b,bus-01,93729882-7bce-4767-8714-c4d671692234,15.143620048684644,76.90497886502041,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:52.407Z
c4c33ac1-d3fd-4afe-8b6c-92c8f6046638,bus-01,93729882-7bce-4767-8714-c4d671692234,15.143918298999296,76.9043282810814,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:52.673Z
d2549d39-9634-4f71-90b6-4285b90eb383,bus-01,93729882-7bce-4767-8714-c4d671692234,15.144216549313947,76.90367769714241,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:52.938Z
35c48238-b64f-46af-960c-ec53aeb18e85,bus-01,93729882-7bce-4767-8714-c4d671692234,15.144514799628599,76.90302711320341,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:53.203Z
d5420cfd-5d35-4912-a922-0cfc8d6fcc9a,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14481304994325,76.90237652926442,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:53.453Z
54daacd9-1e52-454a-ba75-a924941f95ea,bus-01,93729882-7bce-4767-8714-c4d671692234,15.1451113002579,76.90172594532541,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:53.718Z
2a8bb53c-aac0-43b7-be46-0db19836f4ef,bus-01,93729882-7bce-4767-8714-c4d671692234,15.145409550572552,76.9010753613864,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:53.983Z
c851817f-06c7-4cab-b36a-2124c8522dd1,bus-01,93729882-7bce-4767-8714-c4d671692234,15.145707800887203,76.90042477744741,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:54.248Z
9d280a26-4c48-4b7a-b6ac-455504c8d441,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146006051201855,76.8997741935084,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:54.512Z
7269f17d-bc54-4332-a637-1c446a2becae,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146304301516507,76.89912360956941,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:54.761Z
f9b31d0c-a0d8-4292-bb30-d1d3d5bc70bc,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146602551831156,76.89847302563041,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:55.014Z
d8c4707b-2bb1-4f2f-bad9-a115298a12d6,bus-01,93729882-7bce-4767-8714-c4d671692234,15.146900802145808,76.8978224416914,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:55.265Z
417018e8-6b4c-43bd-b9d0-af46dcb91724,bus-01,93729882-7bce-4767-8714-c4d671692234,15.14719905246046,76.89717185775241,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:55.531Z
042afd08-9ed6-46a6-916f-cb52ccef9b8d,bus-01,93729882-7bce-4767-8714-c4d671692234,15.147497302775111,76.8965212738134,309.2049259258163,295.4131985685795,0,2026-09-01T14:50:55.783Z
